Name,Extension,Size_MB,RelativePath,WebsiteCategory,Subcategory,PlannedUse,TargetFolder
1757663211d5f0.webp,.webp,0.021,cms.suzukihyperlocal.com\1757663211d5f0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17582538854baf.webp,.webp,0.144,cms.suzukihyperlocal.com\17582538854baf.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17585274262416.webp,.webp,0.026,cms.suzukihyperlocal.com\17585274262416.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17591287683fd6.webp,.webp,0.033,cms.suzukihyperlocal.com\17591287683fd6.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17599137550a35.webp,.webp,0.057,cms.suzukihyperlocal.com\17599137550a35.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1760078936d696.webp,.webp,0.015,cms.suzukihyperlocal.com\1760078936d696.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17609436870a23.webp,.webp,0.036,cms.suzukihyperlocal.com\17609436870a23.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17615301815def.webp,.webp,0.07,cms.suzukihyperlocal.com\17615301815def.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1761538698a7a4.webp,.webp,0.021,cms.suzukihyperlocal.com\1761538698a7a4.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17627475773994.webp,.webp,0.047,cms.suzukihyperlocal.com\17627475773994.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17633565182528.webp,.webp,0.015,cms.suzukihyperlocal.com\17633565182528.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722609c6f2.png,.png,1.134,cms.suzukihyperlocal.com\1763722609c6f2.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722682400b.png,.png,0.995,cms.suzukihyperlocal.com\1763722682400b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722761-GX78ff.png,.png,0.25,cms.suzukihyperlocal.com\1763722761-GX78ff.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722778-GX69a8.png,.png,0.28,cms.suzukihyperlocal.com\1763722778-GX69a8.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722840-GX5fea.png,.png,0.321,cms.suzukihyperlocal.com\1763722840-GX5fea.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722854-GX52b3.png,.png,0.282,cms.suzukihyperlocal.com\1763722854-GX52b3.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763957007aa33.webp,.webp,0.032,cms.suzukihyperlocal.com\1763957007aa33.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1765524414af97.webp,.webp,0.043,cms.suzukihyperlocal.com\1765524414af97.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17663929511479.webp,.webp,0.036,cms.suzukihyperlocal.com\17663929511479.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17665563019eb9.webp,.webp,0.015,cms.suzukihyperlocal.com\17665563019eb9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17682064131ff5.webp,.webp,0.03,cms.suzukihyperlocal.com\17682064131ff5.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
176888735431fe.webp,.webp,0.024,cms.suzukihyperlocal.com\176888735431fe.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17694020307cf2.webp,.webp,0.015,cms.suzukihyperlocal.com\17694020307cf2.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1770247025dd25.png,.png,0.355,cms.suzukihyperlocal.com\1770247025dd25.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
177035362959fe.webp,.webp,0.009,cms.suzukihyperlocal.com\177035362959fe.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17709722652a8c.webp,.webp,0.042,cms.suzukihyperlocal.com\17709722652a8c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17718228191d05.webp,.webp,0.023,cms.suzukihyperlocal.com\17718228191d05.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1773031806e7ea.webp,.webp,0.035,cms.suzukihyperlocal.com\1773031806e7ea.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
177365205230b5.webp,.webp,0.031,cms.suzukihyperlocal.com\177365205230b5.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17748558694ef2.webp,.webp,0.031,cms.suzukihyperlocal.com\17748558694ef2.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1776061809bd7e.webp,.webp,0.01,cms.suzukihyperlocal.com\1776061809bd7e.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17767578352a16.webp,.webp,0.069,cms.suzukihyperlocal.com\17767578352a16.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1777282697b6fa.webp,.webp,0.053,cms.suzukihyperlocal.com\1777282697b6fa.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1778558988fd95.webp,.webp,0.049,cms.suzukihyperlocal.com\1778558988fd95.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17792627947743.webp,.webp,0.026,cms.suzukihyperlocal.com\17792627947743.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17796990421342.webp,.webp,0.043,cms.suzukihyperlocal.com\17796990421342.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
178097557822c0.webp,.webp,0.02,cms.suzukihyperlocal.com\178097557822c0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1781679124371d.webp,.webp,0.025,cms.suzukihyperlocal.com\1781679124371d.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1782270256155e.webp,.webp,0.035,cms.suzukihyperlocal.com\1782270256155e.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1783678528_6a50c6401d445dc66.webp,.webp,0.022,cms.suzukihyperlocal.com\1783678528_6a50c6401d445dc66.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1784621908_6a5f2b54cf4fcb824.webp,.webp,0.02,cms.suzukihyperlocal.com\1784621908_6a5f2b54cf4fcb824.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785135079_6a66ffe7e30bb70f9.webp,.webp,0.031,cms.suzukihyperlocal.com\1785135079_6a66ffe7e30bb70f9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785320004_6a69d244ef0d5cb2c.jpg,.jpg,0.736,cms.suzukihyperlocal.com\1785320004_6a69d244ef0d5cb2c.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785320247_6a69d3376753d58a5.jpg,.jpg,0.312,cms.suzukihyperlocal.com\1785320247_6a69d3376753d58a5.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332527_6a6a032fcc56d9eb7.png,.png,0.303,cms.suzukihyperlocal.com\1785332527_6a6a032fcc56d9eb7.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332693_6a6a03d5d02aaadbb.png,.png,0.306,cms.suzukihyperlocal.com\1785332693_6a6a03d5d02aaadbb.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332746_6a6a040ac7028a1d0.png,.png,0.253,cms.suzukihyperlocal.com\1785332746_6a6a040ac7028a1d0.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332800_6a6a0440b71285a6c.png,.png,0.288,cms.suzukihyperlocal.com\1785332800_6a6a0440b71285a6c.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332936_6a6a04c89f5e9ca33.png,.png,0.262,cms.suzukihyperlocal.com\1785332936_6a6a04c89f5e9ca33.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332986_6a6a04fa01c65082d.png,.png,0.308,cms.suzukihyperlocal.com\1785332986_6a6a04fa01c65082d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333076_6a6a055437992e75e.png,.png,0.303,cms.suzukihyperlocal.com\1785333076_6a6a055437992e75e.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333133_6a6a058d58737d24f.png,.png,0.306,cms.suzukihyperlocal.com\1785333133_6a6a058d58737d24f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333150_6a6a059e9ab68465b.png,.png,0.301,cms.suzukihyperlocal.com\1785333150_6a6a059e9ab68465b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333166_6a6a05aee5a0ae292.png,.png,0.259,cms.suzukihyperlocal.com\1785333166_6a6a05aee5a0ae292.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334200_6a6a09b861fcce5ef.png,.png,0.857,cms.suzukihyperlocal.com\1785334200_6a6a09b861fcce5ef.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334213_6a6a09c501fc818c5.png,.png,1.193,cms.suzukihyperlocal.com\1785334213_6a6a09c501fc818c5.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334359_6a6a0a572a53096ae.png,.png,1.132,cms.suzukihyperlocal.com\1785334359_6a6a0a572a53096ae.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334371_6a6a0a633a8f98533.png,.png,0.314,cms.suzukihyperlocal.com\1785334371_6a6a0a633a8f98533.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334386_6a6a0a726c40e387b.png,.png,1.141,cms.suzukihyperlocal.com\1785334386_6a6a0a726c40e387b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334479_6a6a0acfc3dfeb636.png,.png,0.443,cms.suzukihyperlocal.com\1785334479_6a6a0acfc3dfeb636.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334491_6a6a0adbe6b9fac99.png,.png,1.007,cms.suzukihyperlocal.com\1785334491_6a6a0adbe6b9fac99.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334503_6a6a0ae769cce6569.png,.png,0.863,cms.suzukihyperlocal.com\1785334503_6a6a0ae769cce6569.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334515_6a6a0af38835eea7d.png,.png,0.585,cms.suzukihyperlocal.com\1785334515_6a6a0af38835eea7d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334528_6a6a0b005c9b2912f.png,.png,0.514,cms.suzukihyperlocal.com\1785334528_6a6a0b005c9b2912f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334539_6a6a0b0b206d26789.png,.png,0.989,cms.suzukihyperlocal.com\1785334539_6a6a0b0b206d26789.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334624_6a6a0b602c456a38d.png,.png,0.647,cms.suzukihyperlocal.com\1785334624_6a6a0b602c456a38d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334639_6a6a0b6fb584ba57a.png,.png,0.824,cms.suzukihyperlocal.com\1785334639_6a6a0b6fb584ba57a.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334779_6a6a0bfb9c2ab05cd.png,.png,0.657,cms.suzukihyperlocal.com\1785334779_6a6a0bfb9c2ab05cd.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334799_6a6a0c0f577b125f8.png,.png,0.571,cms.suzukihyperlocal.com\1785334799_6a6a0c0f577b125f8.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334847_6a6a0c3f1f21c4882.png,.png,0.481,cms.suzukihyperlocal.com\1785334847_6a6a0c3f1f21c4882.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334873_6a6a0c59adffbeeee.png,.png,0.5,cms.suzukihyperlocal.com\1785334873_6a6a0c59adffbeeee.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334902_6a6a0c76d8c44bbe0.png,.png,0.583,cms.suzukihyperlocal.com\1785334902_6a6a0c76d8c44bbe0.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334923_6a6a0c8b7ea05fae2.png,.png,0.668,cms.suzukihyperlocal.com\1785334923_6a6a0c8b7ea05fae2.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785335036_6a6a0cfcb704f03bd.png,.png,0.4,cms.suzukihyperlocal.com\1785335036_6a6a0cfcb704f03bd.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785566869_6a6d96951c15798d4.png,.png,0.287,cms.suzukihyperlocal.com\1785566869_6a6d96951c15798d4.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567056_6a6d9750e349a977d.png,.png,7.799,cms.suzukihyperlocal.com\1785567056_6a6d9750e349a977d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567092_6a6d9774c843ae973.png,.png,7.618,cms.suzukihyperlocal.com\1785567092_6a6d9774c843ae973.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567099_6a6d977b6bfa12d61.png,.png,6.096,cms.suzukihyperlocal.com\1785567099_6a6d977b6bfa12d61.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567108_6a6d97840d3bc4479.png,.png,8.674,cms.suzukihyperlocal.com\1785567108_6a6d97840d3bc4479.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567144_6a6d97a8e51a0a480.png,.png,0.803,cms.suzukihyperlocal.com\1785567144_6a6d97a8e51a0a480.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567210_6a6d97eaf14a9b7e1.png,.png,0.544,cms.suzukihyperlocal.com\1785567210_6a6d97eaf14a9b7e1.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567211_6a6d97eb59d8289ef.png,.png,0.568,cms.suzukihyperlocal.com\1785567211_6a6d97eb59d8289ef.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567211_6a6d97ebf3b33da60.png,.png,0.508,cms.suzukihyperlocal.com\1785567211_6a6d97ebf3b33da60.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567212_6a6d97ec9d7aec907.png,.png,0.653,cms.suzukihyperlocal.com\1785567212_6a6d97ec9d7aec907.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785567213_6a6d97ed6366f451f.png,.png,1.087,cms.suzukihyperlocal.com\1785567213_6a6d97ed6366f451f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785997934_6a742a6e07c2ad75b.webp,.webp,0.179,cms.suzukihyperlocal.com\1785997934_6a742a6e07c2ad75b.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785999887_6a74320f27ff56f08.webp,.webp,0.182,cms.suzukihyperlocal.com\1785999887_6a74320f27ff56f08.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786155183_6a7690af74b515c57.webp,.webp,0.202,cms.suzukihyperlocal.com\1786155183_6a7690af74b515c57.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786421738_6a7aa1ea9033ee68d.webp,.webp,0.035,cms.suzukihyperlocal.com\1786421738_6a7aa1ea9033ee68d.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1786430243_6a7ac323ccdeb6e1f.webp,.webp,0.17,cms.suzukihyperlocal.com\1786430243_6a7ac323ccdeb6e1f.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
210242439_532934317845553_2673374354614852231_n3ee6.jpg,.jpg,1.231,cms.suzukihyperlocal.com\210242439_532934317845553_2673374354614852231_n3ee6.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
2721929477f81.jpg,.jpg,0.029,cms.suzukihyperlocal.com\2721929477f81.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
air_radiator_mobil_dealer_suzuki4136.jpg,.jpg,0.044,cms.suzukihyperlocal.com\air_radiator_mobil_dealer_suzuki4136.jpg,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
air_radiator_mobil_habis_dealer_suzukie9d5.JPG,.jpg,0.035,cms.suzukihyperlocal.com\air_radiator_mobil_habis_dealer_suzukie9d5.JPG,ARTICLE_MEDIA,Article / educational / maintenance image,"Blog/SEO article; optional, not homepage",ARTICLES
