Name,Extension,Size_MB,RelativePath,WebsiteCategory,Subcategory,PlannedUse,TargetFolder
17155963419779.webp,.webp,0.022,cms.suzukihyperlocal.com\17155963419779.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17161923277f1c.webp,.webp,0.01,cms.suzukihyperlocal.com\17161923277f1c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1716799842c56b.webp,.webp,0.034,cms.suzukihyperlocal.com\1716799842c56b.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
171696450608f2.webp,.webp,0.139,cms.suzukihyperlocal.com\171696450608f2.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
171774887880c0.webp,.webp,0.012,cms.suzukihyperlocal.com\171774887880c0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17183596835e90.webp,.webp,0.023,cms.suzukihyperlocal.com\17183596835e90.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17189530829d64.webp,.webp,0.02,cms.suzukihyperlocal.com\17189530829d64.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17207736751b91.webp,.webp,0.025,cms.suzukihyperlocal.com\17207736751b91.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1721267161b821.webp,.webp,0.099,cms.suzukihyperlocal.com\1721267161b821.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1721398724cdb1.webp,.webp,0.089,cms.suzukihyperlocal.com\1721398724cdb1.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1721987785a5e0.webp,.webp,0.031,cms.suzukihyperlocal.com\1721987785a5e0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17231885607423.webp,.webp,0.014,cms.suzukihyperlocal.com\17231885607423.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17237207855f09.webp,.webp,0.024,cms.suzukihyperlocal.com\17237207855f09.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17244248259f5a.webp,.webp,0.039,cms.suzukihyperlocal.com\17244248259f5a.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1726142830773b.webp,.webp,0.029,cms.suzukihyperlocal.com\1726142830773b.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1727081711a7a9.webp,.webp,0.01,cms.suzukihyperlocal.com\1727081711a7a9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1727355217edb9.webp,.webp,0.013,cms.suzukihyperlocal.com\1727355217edb9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1728568099ca48.webp,.webp,0.02,cms.suzukihyperlocal.com\1728568099ca48.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17295240035279.webp,.webp,0.05,cms.suzukihyperlocal.com\17295240035279.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
173106476802e3.webp,.webp,0.023,cms.suzukihyperlocal.com\173106476802e3.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1731998294465f.webp,.webp,0.027,cms.suzukihyperlocal.com\1731998294465f.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
173225867612cc.webp,.webp,0.027,cms.suzukihyperlocal.com\173225867612cc.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1734089703049c.webp,.webp,0.024,cms.suzukihyperlocal.com\1734089703049c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1734620944ffd3.webp,.webp,0.029,cms.suzukihyperlocal.com\1734620944ffd3.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
173554239008a0.webp,.webp,0.034,cms.suzukihyperlocal.com\173554239008a0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17365013026750.webp,.webp,0.045,cms.suzukihyperlocal.com\17365013026750.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17374715481a68.webp,.webp,0.028,cms.suzukihyperlocal.com\17374715481a68.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1738159733facd.webp,.webp,0.033,cms.suzukihyperlocal.com\1738159733facd.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1738915910de22.webp,.webp,0.723,cms.suzukihyperlocal.com\1738915910de22.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1739888867992c.webp,.webp,0.02,cms.suzukihyperlocal.com\1739888867992c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1739957442a875.webp,.webp,0.123,cms.suzukihyperlocal.com\1739957442a875.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17409250779db7.webp,.webp,0.022,cms.suzukihyperlocal.com\17409250779db7.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17411633055913.webp,.webp,0.034,cms.suzukihyperlocal.com\17411633055913.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1742477237b75c.webp,.webp,0.016,cms.suzukihyperlocal.com\1742477237b75c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17429665458c99.webp,.webp,0.009,cms.suzukihyperlocal.com\17429665458c99.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17430682476294.webp,.webp,0.044,cms.suzukihyperlocal.com\17430682476294.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
174391.jpg,.jpg,1.7,cms.suzukihyperlocal.com\174391.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1744168060_bannera1fd.webp,.webp,0.251,cms.suzukihyperlocal.com\1744168060_bannera1fd.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
1744168115_bannerbf69.webp,.webp,0.212,cms.suzukihyperlocal.com\1744168115_bannerbf69.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
1744169444_banner6a80.webp,.webp,0.275,cms.suzukihyperlocal.com\1744169444_banner6a80.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
1744172397_bannerff0d.webp,.webp,0.137,cms.suzukihyperlocal.com\1744172397_bannerff0d.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
17448176243cee.webp,.webp,0.017,cms.suzukihyperlocal.com\17448176243cee.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17454813042bd6.webp,.webp,0.038,cms.suzukihyperlocal.com\17454813042bd6.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
174556769082d9.webp,.webp,0.019,cms.suzukihyperlocal.com\174556769082d9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1746762745a7eb.webp,.webp,0.056,cms.suzukihyperlocal.com\1746762745a7eb.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1747627755657c.webp,.webp,0.057,cms.suzukihyperlocal.com\1747627755657c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
174797409118c7.webp,.webp,0.012,cms.suzukihyperlocal.com\174797409118c7.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336665a51c.png,.png,1.412,cms.suzukihyperlocal.com\1748336665a51c.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17483366691f79.png,.png,1.355,cms.suzukihyperlocal.com\17483366691f79.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17483366806906.png,.png,1.437,cms.suzukihyperlocal.com\17483366806906.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336684aaf0.png,.png,1.135,cms.suzukihyperlocal.com\1748336684aaf0.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336688e325.png,.png,1.262,cms.suzukihyperlocal.com\1748336688e325.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336697718e.png,.png,1.19,cms.suzukihyperlocal.com\1748336697718e.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336733f835.png,.png,1.276,cms.suzukihyperlocal.com\1748336733f835.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17483367400a87.png,.png,1.189,cms.suzukihyperlocal.com\17483367400a87.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17483367515c37.png,.png,1.223,cms.suzukihyperlocal.com\17483367515c37.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
174833675602e3.png,.png,1.266,cms.suzukihyperlocal.com\174833675602e3.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336762b4fb.png,.png,1.676,cms.suzukihyperlocal.com\1748336762b4fb.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748336772735f.png,.png,1.677,cms.suzukihyperlocal.com\1748336772735f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17483367793dcd.png,.png,1.448,cms.suzukihyperlocal.com\17483367793dcd.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748337408a46b.png,.png,1.149,cms.suzukihyperlocal.com\1748337408a46b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748338524ecb5.png,.png,0.654,cms.suzukihyperlocal.com\1748338524ecb5.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1748338559032d.png,.png,1.328,cms.suzukihyperlocal.com\1748338559032d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17494558062ca1.webp,.webp,0.032,cms.suzukihyperlocal.com\17494558062ca1.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1750047538a037.webp,.webp,0.036,cms.suzukihyperlocal.com\1750047538a037.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1750403708769b.webp,.webp,0.037,cms.suzukihyperlocal.com\1750403708769b.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17522076380f03.webp,.webp,0.045,cms.suzukihyperlocal.com\17522076380f03.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17524636385117.webp,.webp,0.496,cms.suzukihyperlocal.com\17524636385117.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1752464513_banner5495.webp,.webp,0.167,cms.suzukihyperlocal.com\1752464513_banner5495.webp,PROMO_HERO_BANNER,Banner/hero,Homepage/promo,HOME/PROMO
175308107233e1.webp,.webp,0.062,cms.suzukihyperlocal.com\175308107233e1.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1753430941b335.webp,.webp,0.041,cms.suzukihyperlocal.com\1753430941b335.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
175489013692e6.webp,.webp,0.04,cms.suzukihyperlocal.com\175489013692e6.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17555016862f5d.webp,.webp,0.08,cms.suzukihyperlocal.com\17555016862f5d.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1756104763ae20.webp,.webp,0.033,cms.suzukihyperlocal.com\1756104763ae20.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1757663211d5f0.webp,.webp,0.021,cms.suzukihyperlocal.com\1757663211d5f0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17582538854baf.webp,.webp,0.144,cms.suzukihyperlocal.com\17582538854baf.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17585274262416.webp,.webp,0.026,cms.suzukihyperlocal.com\17585274262416.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17591287683fd6.webp,.webp,0.033,cms.suzukihyperlocal.com\17591287683fd6.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17599137550a35.webp,.webp,0.057,cms.suzukihyperlocal.com\17599137550a35.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1760078936d696.webp,.webp,0.015,cms.suzukihyperlocal.com\1760078936d696.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17609436870a23.webp,.webp,0.036,cms.suzukihyperlocal.com\17609436870a23.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17615301815def.webp,.webp,0.07,cms.suzukihyperlocal.com\17615301815def.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1761538698a7a4.webp,.webp,0.021,cms.suzukihyperlocal.com\1761538698a7a4.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17627475773994.webp,.webp,0.047,cms.suzukihyperlocal.com\17627475773994.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17633565182528.webp,.webp,0.015,cms.suzukihyperlocal.com\17633565182528.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722609c6f2.png,.png,1.134,cms.suzukihyperlocal.com\1763722609c6f2.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722682400b.png,.png,0.995,cms.suzukihyperlocal.com\1763722682400b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722761-GX78ff.png,.png,0.25,cms.suzukihyperlocal.com\1763722761-GX78ff.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722778-GX69a8.png,.png,0.28,cms.suzukihyperlocal.com\1763722778-GX69a8.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722840-GX5fea.png,.png,0.321,cms.suzukihyperlocal.com\1763722840-GX5fea.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763722854-GX52b3.png,.png,0.282,cms.suzukihyperlocal.com\1763722854-GX52b3.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1763957007aa33.webp,.webp,0.032,cms.suzukihyperlocal.com\1763957007aa33.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1765524414af97.webp,.webp,0.043,cms.suzukihyperlocal.com\1765524414af97.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17663929511479.webp,.webp,0.036,cms.suzukihyperlocal.com\17663929511479.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17665563019eb9.webp,.webp,0.015,cms.suzukihyperlocal.com\17665563019eb9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17682064131ff5.webp,.webp,0.03,cms.suzukihyperlocal.com\17682064131ff5.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
176888735431fe.webp,.webp,0.024,cms.suzukihyperlocal.com\176888735431fe.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17694020307cf2.webp,.webp,0.015,cms.suzukihyperlocal.com\17694020307cf2.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1770247025dd25.png,.png,0.355,cms.suzukihyperlocal.com\1770247025dd25.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
177035362959fe.webp,.webp,0.009,cms.suzukihyperlocal.com\177035362959fe.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17709722652a8c.webp,.webp,0.042,cms.suzukihyperlocal.com\17709722652a8c.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17718228191d05.webp,.webp,0.023,cms.suzukihyperlocal.com\17718228191d05.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1773031806e7ea.webp,.webp,0.035,cms.suzukihyperlocal.com\1773031806e7ea.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
177365205230b5.webp,.webp,0.031,cms.suzukihyperlocal.com\177365205230b5.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17748558694ef2.webp,.webp,0.031,cms.suzukihyperlocal.com\17748558694ef2.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1776061809bd7e.webp,.webp,0.01,cms.suzukihyperlocal.com\1776061809bd7e.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17767578352a16.webp,.webp,0.069,cms.suzukihyperlocal.com\17767578352a16.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1777282697b6fa.webp,.webp,0.053,cms.suzukihyperlocal.com\1777282697b6fa.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1778558988fd95.webp,.webp,0.049,cms.suzukihyperlocal.com\1778558988fd95.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17792627947743.webp,.webp,0.026,cms.suzukihyperlocal.com\17792627947743.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
17796990421342.webp,.webp,0.043,cms.suzukihyperlocal.com\17796990421342.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
178097557822c0.webp,.webp,0.02,cms.suzukihyperlocal.com\178097557822c0.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1781679124371d.webp,.webp,0.025,cms.suzukihyperlocal.com\1781679124371d.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1782270256155e.webp,.webp,0.035,cms.suzukihyperlocal.com\1782270256155e.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1783678528_6a50c6401d445dc66.webp,.webp,0.022,cms.suzukihyperlocal.com\1783678528_6a50c6401d445dc66.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1784621908_6a5f2b54cf4fcb824.webp,.webp,0.02,cms.suzukihyperlocal.com\1784621908_6a5f2b54cf4fcb824.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785135079_6a66ffe7e30bb70f9.webp,.webp,0.031,cms.suzukihyperlocal.com\1785135079_6a66ffe7e30bb70f9.webp,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785320004_6a69d244ef0d5cb2c.jpg,.jpg,0.736,cms.suzukihyperlocal.com\1785320004_6a69d244ef0d5cb2c.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785320247_6a69d3376753d58a5.jpg,.jpg,0.312,cms.suzukihyperlocal.com\1785320247_6a69d3376753d58a5.jpg,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332527_6a6a032fcc56d9eb7.png,.png,0.303,cms.suzukihyperlocal.com\1785332527_6a6a032fcc56d9eb7.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332693_6a6a03d5d02aaadbb.png,.png,0.306,cms.suzukihyperlocal.com\1785332693_6a6a03d5d02aaadbb.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332746_6a6a040ac7028a1d0.png,.png,0.253,cms.suzukihyperlocal.com\1785332746_6a6a040ac7028a1d0.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332800_6a6a0440b71285a6c.png,.png,0.288,cms.suzukihyperlocal.com\1785332800_6a6a0440b71285a6c.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332936_6a6a04c89f5e9ca33.png,.png,0.262,cms.suzukihyperlocal.com\1785332936_6a6a04c89f5e9ca33.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785332986_6a6a04fa01c65082d.png,.png,0.308,cms.suzukihyperlocal.com\1785332986_6a6a04fa01c65082d.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333076_6a6a055437992e75e.png,.png,0.303,cms.suzukihyperlocal.com\1785333076_6a6a055437992e75e.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333133_6a6a058d58737d24f.png,.png,0.306,cms.suzukihyperlocal.com\1785333133_6a6a058d58737d24f.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333150_6a6a059e9ab68465b.png,.png,0.301,cms.suzukihyperlocal.com\1785333150_6a6a059e9ab68465b.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785333166_6a6a05aee5a0ae292.png,.png,0.259,cms.suzukihyperlocal.com\1785333166_6a6a05aee5a0ae292.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
1785334200_6a6a09b861fcce5ef.png,.png,0.857,cms.suzukihyperlocal.com\1785334200_6a6a09b861fcce5ef.png,ARTICLE_MEDIA,Article image,Blog/SEO article,ARTICLES
